,Serial Number,County,License Type Code,License Class Code,Certificate Number,Premise Name,DBA,Premise Address,Premise Address 2,Premise City,Premise State,Premise Zip,License Issued Date,License Expiration Date,Method of Operation,Days/Hours of Operation,Other,Georeference,Lat,Long
5031,1248488,NEW YORK,TW,344,911378,HEIDI'S HOUSE LLC  ,HEIDI'S HOUSE BY THE SIDE OF THE ROAD,308 E 78TH STREET,STORE #2,NEW YORK,NY,10075,12/12/2018,12/31/2020,"TAVERN SERVING WINE, BEER, & CIDER",,"Recorded Music, No Dancing, Food Served",,40.7722806,-73.9549444
5041,1025772,NEW YORK,OP,252,899719,CELTIC TIGER INC,THE BLACK SHEEP,583 3RD AVENUE,,NEW YORK,NY,10016,11/28/2018,11/30/2020,TAVERN RESTAURANT SERVING CIDER BEER WINE AND LIQUOR,,,,40.7483513,-73.9759677
5046,1313090,NEW YORK,OP,252,888369,KINGS 55 GROUP INC,HACHIBEI,236 238 E 53RD ST,1ST FLOOR,NEW YORK,NY,10022,12/31/2018,11/30/2020,"RESTAURANT SERVING LIQUOR, WINE, BEER AND CIDER",CB6 Stips:  To Close by 2 AM Monday - Sunday,Recorded and Karaoke Music Permitted and No Dancing,,40.65428457142857,-73.92783442857143
5052,1175735,NEW YORK,OP,252,905197,NO MOORE OYSTERS LLC,SMITH & MILLS,71 NORTH MOORE STREET,GREENWICH & HUDSON STREETS,NEW YORK,NY,10013,04/18/2019,04/30/2021,TAVERN RESTAURANT SERVING LIQUOR WINE AND BEER CIDER,,,,40.7201805,-74.009907
5062,1020758,NEW YORK,AX,122,898807,GLAMOUR ENTERPRISES INC,39 GOURMET DELI,335 LEXINGTON AVENUE,,NEW YORK,NY,10016,03/29/2018,05/31/2021,GROCERY STORE SELLING BEER CIDER AND WINE PRODUCTS,,,,40.749574,-73.9772164
5071,1307701,NEW YORK,RW,341,830516,JAHLOOKOVA FAMILY INC,,2531 FREDERICK DOUGLASS BLVD,,NEW YORK,NY,10030,08/31/2018,07/31/2020,RESTAURANT SERVING BEER CIDER AND WINE,,Recorded Music ,,40.8168689,-73.9465164
5075,1313875,NEW YORK,OP,252,888405,NY DEEP LLC,UNO CHICAGO GRILL ,432 COLUMBUS AVE,,NEW YORK,NY,10024,01/15/2019,12/31/2020,"RESTAURANT SERVING LIQUOR, WINE, BEER AND CIDER",,Recorded Music Permitted and No Dancing,,40.7832034,-73.974793
5077,1143343,NEW YORK,OP,252,892871,NEW YORK CHAPTER OF THE AMERICAN,INSTITUTE OF ARCHITECTS,534 LAGUARDIA PLACE,,NEW YORK,NY,10012,06/22/2018,07/31/2020,"TAVERN SERVING BEER, WINE, LIQUOR, & CIDER",,,,40.728780349999994,-73.99866363167652
5087,1278244,NEW YORK,L,222,899118,MWC RETAIL LLC,MANHATTAN WINE COMPANY,606 W 28TH ST SUITE A,SUITE A,NEW YORK,NY,10001,04/13/2018,04/30/2021,LIQUOR STORE SELLING LIQUOR AND WINE,,,,0.0,0.0
5095,1299464,NEW YORK,OP,252,900916,THAI JASMINE RESTAURANT INC,,106 BAYARD ST,AKA 75 BAXTER ST,NEW YORK,NY,10013,01/17/2019,01/31/2021,RESTAURANT SERVING LIQUOR WINE BEER AND CIDER,CB 3 Stip:  10:30 AM - 10:30 PM Su - Sa,Recorded Music,,40.7162495,-73.9999657
5097,1237809,NEW YORK,DX,126,900693,CVS ALBANY LLC,CVS/PHARMACY #2360,743 AMSTERDAM AVE,,NEW YORK,NY,10025,05/31/2018,06/30/2021,DRUG STORE SELLING BEER CIDER AND WINE PRODUCTS,,,,40.7943258,-73.9699003
5100,1180023,NEW YORK,OP,252,899058,PAPATZUL LLC,PAPATZUL,55 GRAND ST,WEST BROADWAY & WOOSTER STREET,NEW YORK,NY,10013,10/29/2018,10/31/2020,"RESTAURANT SERVING BEER, WINE, LIQUOR, & CIDER",,,,40.7221637,-74.0036649
5102,1107092,NEW YORK,OP,252,895138,CENTRAL PARK BOATHOUSE LLC,,EAST 72ND STREET AT PARK DRIVE,CENTRAL PARK LAKE,NEW YORK,NY,10021,09/12/2018,09/30/2020,RESTAURANT SERVING BEER CIDER WINE AND LIQUOR,,,,0.0,0.0
5106,1300031,NEW YORK,OP,252,889030,TRENTA LLC,VIA TRENTA PIZZOTECA,536 W 30TH ST,,NEW YORK,NY,10001,06/25/2019,03/31/2021,"RESTAURANT SERVING LIQUOR, WINE, BEER AND CIDER",CB4 Stips: 6am through 11pm all days,Recorded Music Permitted and No Dancing,,40.752376,-74.0019566
5113,1282546,NEW YORK,AX,122,895546,FIRST AVE & 117TH ST INC,,2276 1ST AVE,,NEW YORK,NY,10035,11/22/2017,01/31/2021,GROCERY STORE SELLING BEER CIDER & WINE PRODUCTS,,,,40.796779099999995,-73.93444524742833
5115,1201298,NEW YORK,RW,341,839779,SHINKO FOODS INC,CURRY YA,214 E 10TH ST 1ST FLOOR WEST ,2ND & 1ST AVE,NEW YORK,NY,10003,05/07/2019,05/31/2021,RESTAURANT SERVING BEER AND WINE CIDER,,,,0.0,0.0
5121,1306203,NEW YORK,OP,252,888342,104 AVENUE C PARTNERS LLC,JOYFACE,104 AVENUE C,,NEW YORK,NY,10009,12/21/2018,11/30/2020,BAR/TAVERN SERVING LIQUOR WINE BEER AND CIDER,CB3 Stips: Su-Wed 11am-2am; Th-Sa 11am-3am,"CB3 Stips:  Happy Hour until 8pm Live music, DJ, Recorded Music and No Dancing",,40.7239381,-73.9787817
5125,1296734,NEW YORK,RW,341,835649,DRUNKEN DUMPLING CORPORATION,DRUNKEN DUMPLING,137 1ST AVE ,STORE 1,NEW YORK,NY,10003,09/11/2018,09/30/2020,"RESTAURANT SERVING WINE, BEER & CIDER","CB3 Stips: Open 12PM-12AM Daily, Doors/Windows Closed @ 10PM","Recorded Background Music Only, No Outside Areas",,40.7279187,-73.9852957
5126,1027210,NEW YORK,OP,252,903584,NICHL DUE INC,POLPETTE 71,71 W 71ST STREET,,NEW YORK,NY,10023,03/18/2019,03/31/2021,RESTAURANT SERVING BEER CIDER WINE AND LIQUOR,,,,40.63595137373738,-74.03369470707071
5132,1306295,NEW YORK,AX,122,882389,LUNA GROCERY CORP,,264 SHERMAN AVE ,,NEW YORK,NY,10034,01/10/2018,12/31/2020,GROCERY STORE SELLING BEER AND WINE PRODUCTS,,,,40.8665352,-73.9184524
5133,1159750,NEW YORK,OP,252,906861,HAVANA CENTRAL NY 2 LLC,,151 153 W 46TH ST,STE 902  6TH AVENUE & BROADWAY,NEW YORK,NY,10036,06/13/2019,05/31/2021,"TAVERN SERVING LIQUOR WINE, CIDER AND BEER",,,,40.758071040816326,-73.98364346938774
5143,1026498,NEW YORK,OP,252,906002,55TH & 5TH LLC,MICHAELS RESTAURANT,24 W 55TH STREET,,NEW YORK,NY,10019,05/14/2019,05/31/2021,RESTAURANT SERVING BEER CIDER WINE AND LIQUOR,,,,40.762046999999995,-73.97638874143632
5145,1228097,NEW YORK,RW,341,839192,SULLIVAN STREET BAKERY-HELL'S KITCHEN INC.,SULLIVAN STREET BAKERY,533 W 47TH ST,10TH & 11TH AVENUES,NEW YORK,NY,10036,03/08/2019,03/31/2021,RESTAURANT SERVING BEER AND WINE CIDER,,,,40.7636991,-73.9946831
5168,1249003,NEW YORK,TW,344,917507,3D MUSIC STUDIO INC,32 KARAOKE,32 W 32ND ST,6TH FLOOR,NEW YORK,NY,10001,05/16/2019,04/30/2021,BAR/TAVERN SERVING BEER CIDER AND WINE,,,,40.65872683333333,-74.0058593888889
5173,1313783,NEW YORK,OP,252,904308,REGAL CINEMAS INC,ESSEX AND RPX ,115 DELANCEY ST,,NEW YORK,NY,10002,06/26/2019,05/31/2021,RESTAURANT SERVING BEER WINE CIDER AND LIQUOR,CB #3 stips: 9am-2am 7 days a week; Food/alcohol service only for patrons with tickets; No outdoor areas,Recorded music; No live/DJ music; no promoted events or events with cover fee,,40.7182693,-73.9881502
5175,1253899,NEW YORK,TS,348,925360,HEARTH RESTAURANT INVESTORS LLC  ,HEARTH ON THE HIGH LINE,15TH ST PORCH THE HIGH LINE,,NEW YORK,NY,10011,03/19/2020,10/31/2020,TAVERN SERVING BEER CIDER AND WINE,Last call 10:30pm - close 11pm - Standing area for consumption,Licensed open-air patio,,0.0,0.0
5180,1023699,NEW YORK,L,222,896000,536 J & J CORPORATION,THE 86 CORNER WINE & LIQUOR,536 COLUMBUS AVENUE,,NEW YORK,NY,10024,12/21/2017,02/28/2021,LIQUOR STORE SELLING WINE AND LIQUOR,,,,40.7864203,-73.9724472
5186,1028978,NEW YORK,RW,341,835891,DST RUSSIAN & TURKISH BATHS INC,,268 E 10TH STREET,,NEW YORK,NY,10009,11/29/2018,12/31/2020,RESTAURANT SERVING WINE AND BEER CIDER,,,,40.7282779,-73.9836217
5193,1255626,NEW YORK,L,222,892655,MESFIN LIQUORS INC,ABI LIQUORS & WINE,2095 MADISON AVE STORE 3,,NEW YORK,NY,10037,07/13/2017,08/31/2020,LIQUOR STORE SELLING LIQUOR AND WINE,,,,0.0,0.0
5194,1024636,NEW YORK,OP,252,900519,LOVE PICIN INC,COYOTE UGLY SALOON,153 1ST AVENUE,,NEW YORK,NY,10009,12/27/2018,12/31/2020,"TAVERN SERVING BEER, WINE, LIQUOR, & CIDER",CB3 Stips:  Windows/Doors Open Only for Entrance & Egress,,,40.7285375,-73.984869
5198,1024576,NEW YORK,OP,252,903136,11 WAVERLY PUB LTD,JOSIE WOOD'S PUB,11 WAVERLY PLACE,,NEW YORK,NY,10007,03/07/2019,03/31/2021,RESTAURANT SERVING BEER CIDER WINE AND LIQUOR,,,,40.7301234,-73.9941159
5199,1105746,NEW YORK,AX,122,898814,BHOJAN INC,PRIYA CANDY & GROCERY,270 W 36TH ST,AKA 516 8TH AVE,NEW YORK,NY,10018,03/29/2018,04/30/2021,GROCERY STORE SELLING BEER CIDER AND WINE PRODUCTS,,,,40.7532507,-73.9922523
5201,1163041,NEW YORK,OP,252,906224,LT & LT LLC,VIET CAFE,345 GREENWICH ST,FRANKLIN ST &  HARRISON ST,NEW YORK,NY,10003,05/20/2019,05/31/2021,RESTAURANT SERVING BEER CIDER WINE AND LIQUOR,,,,40.7184168,-74.0102722
5203,1281381,NEW YORK,OP,252,906216,MR FONG'S LLC,MR. FONG'S ,40 MARKET ST ,AKA 123 MADISON ST,NEW YORK,NY,10002,05/20/2019,05/31/2021,BAR/TAVERN SELLING BEER CIDER LIQUOR & WINE ,,Recorded Music,,40.7124474,-73.9941506
5205,1261810,NEW YORK,AX,122,899264,MALT AND MOLD INC ,,221 E BROADWAY,,NEW YORK,NY,10002,04/20/2018,04/30/2021,GROCERY STORE SELLING BEER CIDER & WINE PRODUCTS,,,,40.7141942,-73.9870153
5210,1139319,NEW YORK,OP,252,905371,MR KABOB RESTAURANT INC,RAVAGH PERSIAN GRILL,11 EAST 30TH STREET,5TH AVENUE & MADISON AVENUE,NEW YORK,NY,10016,04/23/2019,04/30/2021,RESTAURANT SERVING BEER CIDER  LIQUOR & WINE,,,,40.7456554,-73.9854842
5212,1244977,NEW YORK,OP,252,900673,DONEGAL INC,THE THREE MONKEYS,236 W 54TH STREET,,NEW YORK,NY,10019,01/09/2019,01/31/2021,RESTAURANT SERVING LIQUOR BEER AND WINE CIDER,,,,40.76406095,-73.98310885011813
5220,1294044,NEW YORK,RW,341,835900,AKDENIZ MEDITERRANEAN CUISINE INC,,19 W 46TH ST,,NEW YORK,NY,10036,11/29/2018,12/31/2020,RESTAURANT SERVING BEER CIDER AND WINE.,RECORDED MUSIC.,NO DANCING.,,40.756543,-73.9799651
5224,1275184,NEW YORK,OP,252,894723,CHEFS CLUB NY INC,CHEFS CLUB ,275 MULBERRY ST,AKA 295 LAFAYETTE ST #1,NEW YORK,NY,10012,08/30/2018,09/30/2020,RESTAURANT SERVING BEER CIDER WINE AND LIQUOR,CB2 Stip Sun - Sat 7am-2am,"Recorded music only, No TV's, Staff Valet & maintain traffic",,40.724266846153846,-73.99536884615385
5230,1185023,NEW YORK,OP,252,901757,PAPYON GROUP INC,PERI ELA,1361 LEXINGTON AVENUE,,NEW YORK,NY,10128,02/11/2019,02/28/2021,RESTAURANT SERVING BEER CIDER WINE AND LIQUOR,,,,40.7821581,-73.9534742
5236,1278417,NEW YORK,RW,341,835424,ITALIAN ESSENZA CORP,GNOCCHERIA,234 E 4TH ST,EASTERLY STORE AND BASEMENT,NEW YORK,NY,10009,06/21/2018,07/31/2020,"RESTAURANT SERVING WINE, BEER, & CIDER",CB3 APPROVED HRS OF OPERATION: 11AM-11:30 PM  SEVEN DAYS A WEEK; WINDOW AND DOORS CLOSED BY 10PM EVERY NIGHT,"RECORDED MUSIC PERMITTED, NO DANCING",,40.6465409,-73.97731095
5249,1261118,NEW YORK,L,222,897280,LINET LIQUOR LLC,VINO FINE WINE AND SPIRITS,121 E 27TH ST,,NEW YORK,NY,10016,03/06/2018,02/28/2021,LIQUOR STORE SELLING LIQUOR AND WINE,,,,40.7424089,-73.9835126
5255,1314778,NEW YORK,RW,341,830644,A MODO NOSTRO LLC,BAR 314,1260 AMSTERDAM AVE,,NEW YORK,NY,10027,12/14/2018,11/30/2020,"RESTAURANT SERVING WINE, BEER & CIDER",,"Music: Recorded, Sidewalk cafe prohibited without a permit",,40.8108589,-73.9583087
5259,1246088,NEW YORK,OP,252,898978,RBC BAR INC,ATERA,77 WORTH ST,,NEW YORK,NY,10013,10/24/2018,11/30/2020,BAR/TAVERN LIQUOR WINE BEER CIDER,,"Recorded Music, No Dancing, Food Served",,40.716937,-74.0056985
5265,1314816,NEW YORK,TW,344,904194,"WRECKING CLUB LLC, THE",BREAK BAR,458 9TH AVE,,NEW YORK,NY,10018,06/04/2019,03/31/2021,"TAVERN WINE SERVING BEER, WINE AND CIDER",Su-Wed 12pm-12am Th-Sa 12pm-1am,No Alcohol in wrecking rooms,,40.75429255,-73.99533445213405
5269,1264847,NEW YORK,OP,252,893732,TONINO 205 EAST INC,CAMPAGNA QUATTRO GATTI,205 E 81ST ST,,NEW YORK,NY,10028,07/26/2018,07/31/2020,"RESTAURANT SERVING BEER, CIDER WINE AND LIQUOR",,,,40.62775993877551,-74.03197214285714
5271,1311479,NEW YORK,OP,252,888081,VARDAN VENTURES INC,PIZZA PLUS,4 SOUTH ST ,# 206,NEW YORK,NY,10004,10/17/2018,09/30/2020,"RESTAURANT SERVING LIQUOR, WINE, BEER AND CIDER",,Recorded Music Permitted and No Dancing,,40.70096425,-74.01305535394461
5280,1169750,NEW YORK,EB,141,902121,LGRC CORP,PLAZA DELI,127 JOHN ST,WATER STREET & PEARL STREET,NEW YORK,NY,10038,06/15/2018,06/30/2021,DELI SELLING AND SERVING BEER AND CIDER,,,,40.7073599,-74.0051668
5291,1295911,NEW YORK,OP,252,895318,KD 714 INC,AMERICAN RETRO BAR & GRILL,714 11TH AVE ,,NEW YORK,NY,10019,09/18/2018,09/30/2020,BAR/TAVERN SERVING LIQUOR WINE BEER AND CIDER,CB 4 Stips: 11am-4am Daily,CB 4 Stips:  Recorded Backround music.,,40.76618795,-73.99411114134588
5292,1296678,NEW YORK,L,222,881964,CHOKSI LLC,FREEDOM WINE CELLAR,200 BROADWAY ,#1028,NEW YORK,NY,10038,10/03/2017,09/30/2020,LIQUOR STORE SELLING LIQUOR & WINE,,,,42.68971775,-73.72698044274539
5298,1026914,NEW YORK,OP,252,902432,FELIDIA RESTAURANT INC,FELIDIA RESTAURANT,243 E 58TH STREET,,NEW YORK,NY,10022,02/25/2019,02/28/2021,RESTAURANT SERVING BEER WINE CIDER AND LIQUOR,,,,40.64413257142857,-74.02061485714286
5345,1299113,NEW YORK,RW,341,838551,JM 43 INC,FILLMORE DELICATESSEN,1668 3RD AVE ,,NEW YORK,NY,10128,12/19/2018,12/31/2020,"RESTAURANT SERVING WINE, BEER AND CIDER",,Recorded Music Permitted and No Dancing,,40.7836113,-73.950714
5363,1214599,NEW YORK,HL,242,899570,GC SHL LLC & STANDARD HIGH LINE MGMT AS MGR,THE STANDARD-,844 848 WASHINGTON ST,SEE RIDER FOR ADD'L DBAS,NEW YORK,NY,10014,11/20/2018,11/30/2020,HOTEL/ RESTAURANTS SERVING BEER CIDER WINE & LIQUOR,Restaurant on 18th FL 3pm- 4am daily; Restaurant on Ground FL 6am- 4am daily,Hotel open 24 hours daily,,41.2771444375,-73.927380125
5371,1299410,NEW YORK,OP,252,902210,SHADMOOR LLC,,1066 2ND AVE,,NEW YORK,NY,10016,02/20/2019,02/28/2021,"RESTAURANT SERVING WINE, BEER, CIDER AND LIQUOR",CB6 Stips:  8am-2am Daily,CB6 Stips:  Juke Box Jazz Brunches permitted No Dancing; Licensed Sidewalk Cafe,,40.7586567,-73.9655455
5373,1022469,NEW YORK,CL,243,901891,LOTOS CLUB INC,,5 E 66TH STREET,,NEW YORK,NY,10021,02/13/2019,02/28/2021,CLUB SERVING LIQUOR WINE AND BEER CIDER,,,,40.768556950000004,-73.96893298462513
5379,1029787,NEW YORK,RW,341,839150,861 RESTAURANT INC,PARK CAFE,861 7TH AVENUE,,NEW YORK,NY,10019,03/06/2019,02/28/2021,RESTAURANT SERVING BEER CIDER & WINE,,,,42.71673636514472,-73.70953970972639
5385,1287024,NEW YORK,OP,252,923701,160 DYCKMAN REST CORP,REPUBLICA,160 DYCKMAN ST,,NEW YORK,NY,10040,05/28/2020,05/31/2021,"RESTAURANT SERVING BEER, CIDER WINE AND LIQUOR",4am Closing-7 days; Licensed Rooftop-No Music-Close 12am-7 days,Recorded music; Live Music,,40.863753,-73.9263509
5391,1293672,NEW YORK,CT,246,893302,RESTAURANT ASSOCIATES LLC,,111 8TH AVE,FLR 4 & 5,NEW YORK,NY,10011,07/11/2018,08/31/2020,"CATERING SERVING LIQUOR, WINE, CIDER, AND BEER",CB 4 STIPS: OPEN MON - FRI,"recorded music only, security & seating varies per event ",,40.7408744,-74.0020561
5395,1308277,NEW YORK,AX,122,882823,BROTHERS MINI MARKET INC,,23 AVENUE D,,NEW YORK,NY,10009,05/04/2018,04/30/2021,GROCERY STORE SELLING BEER AND WINE PRODUCTS,,,,40.7208355,-73.9782797
5396,1266059,NEW YORK,OP,252,900454,MBG TAVERNS INC,THE STOREHOUSE,69 W 23RD ST,,NEW YORK,NY,10010,12/24/2018,12/31/2020,"BAR/TAVERN SERVING BEER, CIDER WINE AND LIQUOR",,RECORDED MUSIC,,40.7428233,-73.9921754
5401,1281857,NEW YORK,OP,252,900619,RAA NYC LLC,DHABA,108 LEXINGTON AVE,,NEW YORK,NY,10016,01/04/2019,12/31/2020,"RESTAURANT SERVING LIQUOR, WINE, BEER, & CIDER",,Recorded music; No dancing,,40.7423792,-73.9828688
5404,1309685,NEW YORK,OP,252,887363,BRE PARK AVENUE TOWER OWNER LLC & CONVENE PARK ,AVENUE W5 LLC,65 E 55TH ST,,NEW YORK,NY,10022,08/23/2018,07/31/2020,"BAR TAVERN SERVING LIQUOR, WINE, BEER & CIDER",,Recorded Music,,40.7607818,-73.9721848
5415,1023300,NEW YORK,HL,242,906637,THE MERCER I LLC,& MERCER KITCHEN LLC,147 MERCER ST,AKA 99 PRINCE STREET,NEW YORK,NY,10012,05/31/2019,05/31/2021,RESTAURANT SERVING LIQUOR WINE AND BEER CIDER,,,,40.7249122,-73.9986434
5416,1311387,NEW YORK,RW,341,830775,SHAKE SHACK NEW YORK LLC,SHAKE SHACK,225 VARICK ST,,NEW YORK,NY,10014,04/05/2019,03/31/2021,"RESTAURANT SERVING WINE, BEER AND CIDER",CB2 Stips: Daily 7AM - 1AM; Sidewalk Café to operate no later than 11PM daily,"No More Than Two TV's; No Larger Than 46 and no sound; Ambient recorded background music; No DJs, Live Music or Promoter Events, No Dancing; Clarkson St. Exit for Emergency only; Basement seating for large reserved groups only",,40.7287623,-74.0055412
5421,1183939,NEW YORK,OP,252,901239,MORANDI L.P.,MORANDI ,15 CHARLES STREET,CORNER OF CHARLES & WAVERLY,NEW YORK,NY,10014,01/25/2019,01/31/2021,"RESTAURANT SERVING LIQUOR, WINE, AND BEER CIDER",,,,40.86131705,-73.6327613269516
5432,1280219,NEW YORK,RW,341,835632,SHAKE SHACK 600 THIRD AVE NEW YORK CITY LLC,SHAKE SHACK,600 THIRD AVE,GROUND FLR - NORTH SIDE,NEW YORK,NY,10016,09/04/2018,09/30/2020,RESTAURANT SERVING BEER AND WINE CIDER,Must Close @ 1AM - 7 Days/Week,Includes Adjacent Outdoor Area,,40.74932325,-73.97589050171247
5433,1024661,NEW YORK,OP,252,901261,PARALLEL BAR INC,THE SUMMIT BAR,133 AVE C - GROUND FL,,NEW YORK,NY,10009,01/28/2019,01/31/2021,"TAVERN SERVING LIQUOR, WINE, BEER, & CIDER",,,,0.0,0.0
5438,1131744,NEW YORK,OP,252,895147,LIBERTY REST LLC,PATRIOT SALOON,110 CHAMBERS STREET,,NEW YORK,NY,10007,09/12/2018,09/30/2020,"TAVERN SERVING BEER, WINE, LIQUOR, & CIDER",,,,40.7149369,-74.0082862
5443,1027686,NEW YORK,OP,252,906445,J A E L A R RESTAURANT CORP,,3533 BROADWAY,,NEW YORK,NY,10031,05/28/2019,05/31/2021,RESTAURANT SERVING BEER CIDER WINE AND LIQUOR,,,,40.8262011,-73.9509399
5453,1298195,NEW YORK,OP,252,903288,IS CHRYSTIE MANAGEMENT LLC & VS CHRYSTIE LLC,PUBLIC KITCHEN & LOUIS,215 CHRYSTIE ST,,NEW YORK,NY,10002,03/11/2019,03/31/2021,RESTAURANT SERVING LIQUOR WINE BEER AND CIDER,CB3 Stips: 6am-4am daily. Outside 8am-10pm daily,CB3 Stips:  Ambient backround music.  Exterior (service bar only),,40.723034,-73.9920355
5459,1313986,NEW YORK,OP,252,888449,TARTINERY GCT LLC,TARTINERY ,GRAND CENTRAL STATION ,SPACE K-9,NEW YORK,NY,10017,01/25/2019,12/31/2020,"RESTAURANT SERVING LIQUOR, WINE, BEER AND CIDER",,No Dancing,,42.1609136,-78.74365131709862
5460,1184547,NEW YORK,RW,341,839472,FUSION ONE INC,HIROSHI JAPANESE FUSION,585 3RD AVE,,NEW YORK,NY,10016,04/08/2019,04/30/2021,RESTAURANT SERVING BEER CIDER AND WINE,,,,40.7483903,-73.9759366
5464,1281762,NEW YORK,OP,252,900290,HAYJAY CORPORATION,SMITH'S HELL'S KITCHEN BAR RESTAURANT,701 8TH AVE,,NEW YORK,NY,10036,12/17/2018,12/31/2020,RESTAURANT SERVING BEER CIDER WINE & LIQUOR,,"Music: Recorded, Live",,40.66667405,-73.97808461163035
5467,1280103,NEW YORK,SL,548,923976,WORLD YACHT LLC,NORTH RIVER LOBSTER COMPANY,PIER 81 WEST 41ST STREET,,NEW YORK,NY,10036,07/07/2020,10/31/2020,"TAVERN SERVING BEER, CIDER, WINE & LIQUOR ",,April 1-October 31,,40.7584117,-73.9945376
5468,1284707,NEW YORK,EB,141,898696,DOS TOROS GRAND CENTRAL LLC,DOS TOROS,465 LEXINGTON AVE,,NEW YORK,NY,10017,03/26/2018,03/31/2021,RESTURANT SERVING BEER AND CIDER,CB 6 Stips: Close at 9pm Daily,Recorded Background Music Only,,40.7535689,-73.9743066
5470,1296975,NEW YORK,OP,252,895285,21 RECTOR ST LLC,SAUCE & BARREL,13 21 RECTOR STREET,CORNER WASHINGTON/ RECTOR STS,NEW YORK,NY,10006,09/17/2018,09/30/2020,RESTAURANT SERVING LIQUOR WINE BEER AND CIDER,CB1 Stips:  11am-3am Daily,CB1 Stips:  No Sidewalk Cafe,,40.707941,-74.013784
5471,1281910,NEW YORK,RW,341,838542,JULIET MASTERS EVENTS INC,THE EDGE,101 EDGECOMB AVE,AKA 580 ST NICHOLAS AVE,NEW YORK,NY,10030,12/18/2018,12/31/2020,"RESTAURANT SERVING WINE, BEER, & CIDER",,NO DANCING,,0.0,0.0
5477,1265284,NEW YORK,OP,252,899153,DOWNTOWN DINING LLC,BOULTON & WATT,5 AVENUE A,,NEW YORK,NY,10009,11/01/2018,11/30/2020,"TAVERN SERVING BEER, WINE AND LIQUOR CIDER",Monday - Friday 11:00 a.m - 4:00 a.m. ; 10:00 a.m. - 4:00 a.m. Saturday & Sunday,Recorded Ambient Background Music Only - Close Doors & Windows at 10:00 p.m.,,40.7225085,-73.9863406
5479,1026336,NEW YORK,OP,252,907009,PALM WEST CORPORATION,THE PALM WEST,250 WEST 50TH STREET,,NEW YORK,NY,10019,06/19/2019,06/30/2021,RESTAURANT SERVING BEER CIDER WINE AND LIQUOR,,,,40.7618852,-73.9854132
5487,1289747,NEW YORK,OP,252,905367,ROMCARGIO LLC,TARTINA,1034 AMSTERDAM AVE,,NEW YORK,NY,10025,04/23/2019,04/30/2021,"RESTAURANT SERVING BEER, CIDER WINE AND LIQUOR",,Recorded music,,42.6794564,-73.7386599
5510,1157903,NEW YORK,OP,252,900426,247 WEST 37TH STREET LLC,STITCH BAR & LOUNGE,247 WEST 37TH ST   WEST STORE,7TH & EIGHT AVENUES,NEW YORK,NY,10018,12/20/2018,12/31/2020,TAVERN RESTAURANT SERVING BEER CIDER WINE AND LIQUOR,,Tavern/Restaurant/Jukebox,,0.0,0.0
5520,1284973,NEW YORK,OP,252,905470,C S L L RESTAURANT CORP,EJ'S LUNCHEONETTE,1271 3RD AVENUE,AKA 201 E 73RD STREET,NEW YORK,NY,10021,04/25/2019,04/30/2021,"RESTAURANT SERVING BEER, CIDER WINE & LIQUOR",Recorded Music,Licensed Enclosed Sidewalk Cafe,,40.7704393,-73.9597626
5524,1130571,NEW YORK,OP,252,904058,GHD INC,KEYBAR,"432 E 13TH STREET, WEST STORE",,NEW YORK,NY,10009,04/12/2019,08/31/2020,TAVERN SERVING BEER WINE  CIDER & LIQUOR,,,,0.0,0.0
5527,1170322,NEW YORK,OP,252,899728,BOWERY F & B LLC AND E & S HOTEL OWNERS INC AS MGR,GEMMA,4 E 3RD ST,BOWERY & 2ND AVENUE,NEW YORK,NY,10003,11/28/2018,12/31/2020,"HOTEL/RESTAURANT SERVING LIQUOR, WINE, BEER, & CIDER",,Sidewalk Cafe,,42.139105,-77.05562278709678
5532,1307110,NEW YORK,IL,208,897921,VICO NEVE LLC,,338 E 67TH ST,STE 29,NEW YORK,NY,10065,02/09/2018,01/31/2021,IMPORTER,,,,40.76470245,-73.95916817936124
5564,1294316,NEW YORK,OP,252,892297,LTF CLUB OPERATIONS COMPANY INC,LIFE TIME FITNESS,605 W 42ND ST,,NEW YORK,NY,10036,05/31/2018,07/31/2020,"RESTAURANT SERVING LIQUOR, WINE, BEER & CIDER","CB Stips: M-Th 5:00AM-11:00PM, F 5:00AM-10:00PM, Sa-Su 7:00 AM-0:00PM; No amplified sound outside","Licensed Roof Top, Recorded Music",,40.76155005,-73.99863447079215
5578,1183239,NEW YORK,OP,252,899475,VARIETY ENTERTAINMENT GROUP LLC,THE BOX,189 CHRYSTIE STREET,STANTON & RIVINGTON,NEW YORK,NY,10002,11/15/2018,11/30/2020,TAVERN SERVING LIQUOR WINE AND BEER CIDER,,,,40.7218957,-73.9922775
5579,1314025,NEW YORK,TW,344,910717,"GRANDDADDY LLC, THE",,290 GRAND ST,,NEW YORK,NY,10002,01/29/2019,12/31/2020,"BAR/TAVERN SERVING BEER, CIDER, AND WINE",CB3 Stips: Open Daily 11am-12am,Recorded Music.  ,,40.7177448,-73.9920297
5589,1310532,NEW YORK,RW,341,830831,HAO NOODLE LLC,HAO NOODLE BY MADAM ZHU'S KITCHEN,343 W 14TH ST,,NEW YORK,NY,10014,05/21/2019,04/30/2021,"RESTAURANT SERVING WINE, BEER AND CIDER",,Recorded Music Permitted and No Dancing,,40.740772,-74.00430273648603
